cur_year_spend,prev_year_spend,days_since_last_purchase,days_since_first_purchase,total_transactions,age,income,engagement_score
6517.18,1488.88,12,94,47,56,97677.07,-1.8449378560434275
3689.94,1374.29,19,35,39,45,74794.17,0.05219333053538793
4389.84,1634.66,14,49,26,70,88709.3,0.7576568255182188
3888.58,2145.99,20,47,26,72,72995.24,0.7367190412883842
2119.5,1835.87,22,37,16,84,59100.31,-1.4778936654130181
3094.16,1641.14,12,57,29,63,62822.87,1.4110855888323537
3676.57,2194.75,17,21,32,62,71234.31,-2.1702009065630903
1896.64,1317.71,14,49,32,73,47455.11,-1.210644113492248
3386.77,1546.0,18,62,47,59,52176.66,-0.8286253295175371
3334.27,1748.16,19,42,25,60,72884.93,-0.907559609373096
2916.06,1685.52,7,58,36,50,53764.98,0.1847660229259485
2958.55,1584.85,10,53,40,53,53182.36,-0.5053652421246106
3537.3,762.86,14,63,30,60,80719.36,0.2905222677130416
3743.81,1323.61,15,85,27,84,72784.53,1.6474540571745382
2110.84,1728.2,17,18,25,54,60225.26,0.648210374476797
5290.77,1942.86,11,66,48,49,75901.46,-1.0754442955310108
4287.32,2570.23,13,33,29,65,76082.19,-0.6876216784622625
3457.39,891.95,16,75,38,70,68196.53,-1.1320879152395131
2813.1,1278.03,16,38,46,67,54232.86,0.8285384366077038
5540.36,1738.61,8,50,38,45,96235.65,-1.4427039785842732
2453.65,919.45,7,70,31,71,58185.56,1.6106060925239412
3136.43,1295.57,12,58,27,76,70799.06,1.0012069367169218
2596.16,1952.29,9,42,29,56,53302.0,0.4837939926484985
2085.98,1850.83,18,55,26,63,46752.5,0.9516453231555568
5606.5,1335.52,17,72,60,64,80882.26,0.8355688086139045
3120.51,1675.84,18,52,31,68,63909.23,3.1043118727003742
1840.39,1570.61,10,82,34,49,31343.54,-0.6645684528771069
2424.43,1656.65,19,100,23,71,44444.37,0.8294944095470187
4073.02,2715.24,7,24,26,47,75399.69,-0.1391496123754217
2174.06,1398.45,13,14,30,57,60409.36,0.6486911147869961
6062.88,2222.27,23,58,27,39,105193.81,0.33358728113915004
2974.25,1600.76,6,57,29,53,60870.74,-1.1048702215309745
4799.13,2069.84,21,56,36,58,79476.02,0.0041881244530994274
2483.75,1596.4,12,57,25,72,57557.84,0.6886232558716764
3320.0,2008.08,11,46,33,63,61256.24,0.08723898556652476
3482.23,2628.93,11,46,32,54,58034.7,0.09994254002215423
5771.52,1631.25,10,93,37,63,93382.54,1.1767271619736666
3294.07,1747.72,8,56,24,42,68347.08,0.7715546503908631
3207.38,1494.12,15,38,43,65,60270.03,1.3796467093807645
3503.99,1944.48,15,33,40,57,62707.43,-0.3202169916618242
2933.03,1202.86,14,53,32,60,65260.45,-0.3185854491651541
1605.11,1343.66,12,55,32,43,40273.93,1.8026280975310656
3785.25,2286.14,5,61,29,51,62538.97,0.17233636136372862
3565.62,1401.83,13,47,27,46,77784.42,-1.7884041170424003
5569.13,935.85,13,50,40,68,106479.07,0.8921076767704692
3106.16,1846.36,8,43,28,61,64817.03,0.38124079033253744
2510.93,926.25,10,37,39,71,61555.37,-1.4353882856127056
3161.16,2673.06,6,51,22,48,57015.68,-0.6090481970873645
1586.19,478.61,12,33,24,43,63856.72,-0.27265730779734537
4258.33,1914.05,19,40,52,53,64641.6,-0.4454248947419178
3744.48,2328.37,11,42,28,50,69494.32,-0.3662815026247477
4156.07,1881.22,15,61,23,52,81796.44,-1.222259691689099
4097.53,715.09,25,63,35,69,88601.54,-0.29201629418216224
6234.77,2333.65,11,84,39,64,90368.02,0.97651033664967
1955.62,1657.46,15,38,27,59,49559.57,0.20535890294354853
3139.47,1138.08,19,42,36,56,70353.34,0.7902618686799818
2386.18,2000.64,9,64,33,53,40028.51,0.4410394715273393
3391.01,1265.66,15,62,32,76,69077.77,1.2829000777979347
4434.04,2246.66,9,65,30,65,72688.11,-1.626665726908625
4745.61,2263.48,18,46,50,73,66007.53,0.13466896487062632
5544.43,2714.43,13,74,33,30,81702.4,1.7499305154483655
2322.32,894.89,16,54,19,68,69606.36,-2.086231618647263
5567.35,2397.45,9,100,24,55,88032.56,0.02502820158504461
4088.83,2361.07,10,73,25,70,67868.12,-1.1356645795434293
2495.45,2304.43,23,1,31,66,55871.01,-0.8977365056764101
2533.7,403.65,15,41,40,59,66941.5,0.9145791750561044
2235.51,2347.59,16,39,18,68,51949.8,0.6295449626162247
2756.64,2187.55,17,55,21,76,55498.13,0.1085232663049148
3118.08,2192.07,19,40,30,56,58262.27,-0.3112406544013148
3580.15,2632.17,4,33,16,63,73048.27,1.303912614945114
5013.67,1867.83,3,46,37,65,89010.08,-0.12798817699783446
3359.46,1389.43,9,76,22,78,70991.75,-0.11386299998884435
3798.23,1625.99,9,51,40,59,66931.33,0.7153398800089993
2795.99,1286.75,18,40,51,48,49239.63,-0.4161205058830734
2500.92,2236.43,11,60,31,72,41513.88,1.1374210998151988
3469.88,1750.29,14,44,56,63,48447.4,0.7487333576055577
4384.86,1854.39,21,62,45,68,67129.24,0.4043509808507009
4511.37,2261.32,17,46,32,61,78188.16,0.030165636472907764
3972.94,1640.08,12,53,31,58,76965.14,0.8961687285713095
5867.17,2583.63,17,76,40,62,81899.98,0.1850084135726861
2984.84,1810.78,3,63,31,57,55118.37,-0.7559762304219251
1973.36,1988.35,13,59,27,67,40942.0,-1.5003797934138234
4234.9,1478.6,13,53,38,56,79392.72,1.3809287454063377
3396.12,1393.49,8,25,33,56,76678.02,1.2702264884002228
2889.42,1932.62,14,61,41,72,43027.68,-1.1701712320937452
3680.07,1252.32,15,30,52,66,66703.45,-0.8418160773274721
4534.98,2657.74,23,29,32,46,77806.87,-0.755417872797414
3127.42,1365.83,19,54,21,58,75433.93,0.5329106017666319
3863.19,1519.68,22,62,46,66,62649.17,-0.4368568831793839
4667.42,2033.35,6,43,32,69,83898.42,-0.4785824427493056
3957.66,1689.46,18,65,34,53,71042.64,-0.16988489564682535
2093.6,2239.03,7,33,18,59,53974.28,-1.313190527891729
4156.73,1471.86,9,55,26,37,86591.87,1.6175354092077212
3466.16,1390.72,14,69,40,52,62367.48,-1.4543480146942838
2579.04,866.22,10,79,29,72,61035.7,-1.9489162507211832
1164.23,1631.4,13,18,33,62,37752.81,-0.2706848186185892
4574.51,2671.25,4,60,41,70,63032.18,-0.5743069816422988
3724.37,1354.16,13,50,46,79,66840.06,-1.005990680916299
1257.95,1606.31,14,22,23,68,46855.52,-1.4014047461797865
2826.31,1200.84,10,43,43,42,57690.91,-0.7051832440607466
4942.53,1547.78,8,63,35,58,88285.77,-0.6090420976097406
3245.05,1782.61,9,18,15,58,83564.68,1.0687657956394423
5945.46,2136.4,11,77,57,83,75589.69,-1.4521061781244151
3168.31,1889.86,13,60,29,56,60269.31,-0.08152832305759182
2429.78,1243.72,10,52,38,50,50737.86,0.4391479132805858
3234.15,634.59,7,60,26,63,82379.47,0.4675785491612722
4940.25,2431.09,8,82,36,59,69397.54,-1.2947778306963935
4084.91,3141.18,17,54,44,53,46247.69,0.234811452040558
3934.95,2132.03,5,60,17,56,78019.11,0.13272061617652586
1631.57,1155.41,15,18,31,56,53407.14,0.1693297943570516
3492.61,1440.05,19,37,31,66,75680.31,-1.4373723364602773
3986.38,2017.2,12,91,32,54,60783.26,-0.07756267542453163
1196.27,1364.45,19,59,24,56,40399.13,-1.1736376268756548
1973.1,1952.52,0,42,29,56,44036.27,2.153209110623653
2075.93,1538.19,13,44,44,45,39658.59,0.953475107892964
4009.8,1743.32,18,58,14,70,87891.03,-0.2842614641114197
2372.27,2388.78,17,46,24,54,46953.55,0.1945550448688652
2611.3,1288.94,16,58,36,65,53642.22,-1.3999601251561733
3054.22,1888.86,17,44,26,76,65097.97,-1.6941574115063132
4352.54,1759.02,22,51,43,60,72168.27,0.37561438575042616
1892.95,2005.89,9,45,9,52,58459.92,-0.9679106426889084
3435.51,1789.41,10,74,30,67,62200.9,0.9721154276632324
1742.28,1580.91,13,41,24,83,50321.35,0.2859687584864073
4257.55,2535.18,17,38,33,49,72365.86,1.208580271990013
5384.3,1718.79,11,61,47,53,83327.36,-0.4697348442145135
4339.08,2689.61,3,79,28,80,64292.51,0.9557552811364698
3447.97,2131.37,5,66,35,60,54042.13,-0.4479911989326595
2326.49,2640.54,7,21,27,49,47732.68,1.4993152950925046
3444.55,2085.49,12,71,28,61,59797.59,0.5723340212323575
1780.5,921.67,14,65,24,67,53152.85,2.4296673548093453
3728.05,1975.57,7,64,40,60,59150.17,0.08992382597022851
3250.63,2485.05,14,48,36,56,50438.26,-0.5210060924295784
3419.15,1317.12,21,64,28,65,74019.38,-1.7165787644429362
4326.31,2160.71,21,59,52,73,57766.83,-2.39019151977994
3059.6,2398.54,26,52,40,34,43391.75,0.5345361871895427
3057.67,1843.02,22,49,44,51,49557.31,1.6152776226173244
3528.4,1987.05,10,90,52,47,37603.04,-1.0588024072444606
6058.81,2363.49,20,45,39,68,95262.24,0.9863791940150836
2001.39,1506.42,8,27,24,78,57876.82,-0.6738957268340937
