Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2007,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Telephone,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Telephone,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Web,United States,809050.78,645502.04,293380.16,61199,4.92333333,13.22,352121.88,11.04809524
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Web,United Kingdom,361527.34,291755.41,131461.73,27347,4.98285714,13.22,160293.68,11.34857143
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Special,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Special,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Mail,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Mail,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,E-mail,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,E-mail,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Fax,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kettle,Fax,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Telephone,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Telephone,United Kingdom,7368.78,7147.22,3820,382,10,19.29,3327.22,18.71
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Web,United States,437651.52,359326.53,195787,22688,9.07272727,19.29,163539.53,16.95636364
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Web,United Kingdom,220600.44,187709.59,101640.6,11436,8.95384615,19.29,86068.99,16.57153846
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Special,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Special,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Mail,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Mail,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,E-mail,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,E-mail,United Kingdom,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Fax,United States,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Utensils,Fax,United Kingdom,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Canada,8489.36,12129.04,6408.16,968,6.62,12.53,2081.2,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Mexico,11962.28,17090.92,9029.68,1364,6.62,12.53,2932.6,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Brazil,7919.31,11314.59,5977.86,903,6.62,12.53,1941.45,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Japan,107959.17,124485.55,65769.7,9935,6.62,12.53,42189.47,11.28692308
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,China,46017.41,55219.71,29174.34,4407,6.62,12.53,16843.07,10.85666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Singapore,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Netherlands,24432.93,25448.43,13445.22,2031,6.62,12.53,10987.71,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Finland,27416.37,28555.87,15086.98,2279,6.62,12.53,12329.39,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Denmark,21677.06,26513.48,14007.92,2116,6.62,12.53,7669.14,11.02333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,France,47071.94,52951.78,27976.12,4226,6.62,12.53,19095.82,11.50666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Germany,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Austria,11237.69,13269.27,7010.58,1059,6.62,12.53,4227.11,11.02333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Telephone,Spain,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Canada,56887.08,59191.72,31272.88,4724,6.62,12.53,25614.2,12.045
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Mexico,6748.83,7029.33,3713.82,561,6.62,12.53,3035.01,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Brazil,47810.43,52613.47,27797.38,4199,6.62,12.53,20013.05,11.6825
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Japan,40240.35,41912.85,22143.9,3345,6.62,12.53,18096.45,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Korea,50640.8,59479.91,31425.14,4747,6.62,12.53,19215.66,11.1825
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,China,140445.34,156324.28,82591.12,12476,6.62,12.53,57854.22,11.55222222
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Singapore,22123.17,23042.67,12174.18,1839,6.62,12.53,9948.99,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Netherlands,56802.39,66446.59,35105.86,5303,6.62,12.53,21696.53,11.09857143
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Sweden,13076.61,13620.11,7195.94,1087,6.62,12.53,5880.67,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Finland,69089.27,77447.93,40918.22,6181,6.62,12.53,28171.05,11.56428571
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Denmark,6351.84,6615.84,3495.36,528,6.62,12.53,2856.48,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,France,60353.04,62800.36,33179.44,5012,6.62,12.53,27173.6,12.045
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Germany,50627.21,52776.36,27883.44,4212,6.62,12.53,22743.77,12.02857143
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Belgium,25113.83,28405.51,15007.54,2267,6.62,12.53,10106.29,11.474
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Austria,38383.55,42163.45,22276.3,3365,6.62,12.53,16107.25,11.77444444
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Italy,7073.64,7367.64,3892.56,588,6.62,12.53,3181.08,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Web,Spain,53777.57,59404.73,31385.42,4741,6.62,12.53,22392.15,11.6525
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Canada,13557.81,14121.31,7460.74,1127,6.62,12.53,6097.07,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Mexico,12342.03,12793.13,6759.02,1021,6.62,12.53,5583.01,12.09
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Brazil,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Japan,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Singapore,12909.44,18444.16,9744.64,1472,6.62,12.53,3164.8,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Netherlands,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Finland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,France,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Germany,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Special,Spain,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Canada,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Brazil,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Japan,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Korea,10514.22,10951.22,5785.88,874,6.62,12.53,4728.34,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Singapore,9575.88,9973.88,5269.52,796,6.62,12.53,4306.36,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Netherlands,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Finland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,France,6688.68,6966.68,3680.72,556,6.62,12.53,3007.96,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Germany,7508.9,7906.43,4177.22,631,6.62,12.53,3331.68,11.9
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Mail,Spain,10959.3,11302.06,5971.24,902,6.62,12.53,4988.06,12.15
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Canada,85220.47,93060.31,49166.74,7427,6.62,12.53,36053.73,11.725
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Brazil,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Japan,52162.7,58828.35,31080.9,4695,6.62,12.53,21081.8,11.44333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Singapore,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Netherlands,8745.81,9109.31,4812.74,727,6.62,12.53,3933.07,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Sweden,34551.87,38078.67,20118.18,3039,6.62,12.53,14433.69,11.54666667
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Finland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,France,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Germany,72362.89,83111.49,43910.46,6633,6.62,12.53,28452.43,11.362
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Italy,22305.82,26964.56,14246.24,2152,6.62,12.53,8059.58,10.94333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,E-mail,Spain,8121.02,11602.78,6130.12,926,6.62,12.53,1990.9,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Canada,6207.48,6465.48,3415.92,516,6.62,12.53,2791.56,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Brazil,18595.47,19308.73,10201.42,1541,6.62,12.53,8394.05,12.07
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Japan,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Singapore,9660.09,10061.59,5315.86,803,6.62,12.53,4344.23,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Netherlands,8673.63,9034.13,4773.02,721,6.62,12.53,3900.61,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Finland,11050.2,15787.8,8341.2,1260,6.62,12.53,2709.0,8.77
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,France,28553.55,33041.61,17456.94,2637,6.62,12.53,11096.61,11.245
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Germany,7374.39,7680.89,4058.06,613,6.62,12.53,3316.33,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Fax,Spain,6063.12,6315.12,3336.48,504,6.62,12.53,2726.64,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Canada,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Mexico,2747.7,2832.84,657.9,774,0.85,3.66,2089.8,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Brazil,3436.4,3542.88,822.8,968,0.85,3.66,2613.6,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Japan,39228.41,40783.38,9471.55,11143,0.85,3.66,29756.86,3.5220000000000002
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Singapore,9795.4,10544.46,2448.85,2881,0.85,3.66,7346.55,3.4
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Netherlands,23868,24888,5780,6800,0.85,3.66,18088.0,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Finland,7757.1,8088.6,1878.5,2210,0.85,3.66,5878.6,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Denmark,9032.8,9475.74,2200.65,2589,0.85,3.66,6832.15,3.49
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,France,34082.46,35633.76,8275.6,9736,0.85,3.66,25806.86,3.50444444
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Germany,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Austria,13985.56,14365.5,3336.25,3925,0.85,3.66,10649.31,3.56571429
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Telephone,Spain,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Canada,20955.89,21780.66,5058.35,5951,0.85,3.66,15897.54,3.52333333
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Mexico,7688,7978.8,1853,2180,0.85,3.66,5835.0,3.53
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Brazil,27955.33,28866.42,6703.95,7887,0.85,3.66,21251.38,3.54555556
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Japan,8634.6,9003.6,2091,2460,0.85,3.66,6543.6,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Korea,31369.91,33210.84,7712.9,9074,0.85,3.66,23657.01,3.45833333
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,China,86087.28,91379.22,21221.95,24967,0.85,3.66,64865.33,3.45
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Singapore,19237.02,20108.04,4669.9,5494,0.85,3.66,14567.12,3.5025
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Netherlands,16034.83,16678.62,3873.45,4557,0.85,3.66,12161.38,3.52
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Sweden,6152.15,6342.78,1473.05,1733,0.85,3.66,4679.1,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Finland,28504.71,29722.86,6902.85,8121,0.85,3.66,21601.86,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Denmark,9738.66,10149.18,2357.05,2773,0.85,3.66,7381.61,3.51333333
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,France,19024.21,19716.42,4578.95,5387,0.85,3.66,14445.26,3.534
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Germany,19386.15,20075.1,4662.25,5485,0.85,3.66,14723.9,3.53666667
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Belgium,12184.14,12184.14,2829.65,3329,0.85,3.66,9354.49,3.66
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Austria,9186.37,9373.26,2176.85,2561,0.85,3.66,7009.52,3.594
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Italy,6265.75,6459.9,1500.25,1765,0.85,3.66,4765.5,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Web,Spain,35856.19,37057.5,8606.25,10125,0.85,3.66,27249.94,3.54272727
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Canada,10352.49,10756.74,2498.15,2939,0.85,3.66,7854.34,3.52333333
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Brazil,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Japan,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Singapore,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Netherlands,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Finland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,France,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Germany,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Special,Spain,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Canada,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Brazil,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Japan,7904.52,8242.32,1914.2,2252,0.85,3.66,5990.32,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Korea,5501.88,5786.46,1343.85,1581,0.85,3.66,4158.03,3.48
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Singapore,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Netherlands,7395.84,7671.36,1781.6,2096,0.85,3.66,5614.24,3.53
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Finland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,France,6411.06,6653.88,1545.3,1818,0.85,3.66,4865.76,3.53
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Germany,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Italy,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Mail,Spain,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Canada,49796.58,52114.74,12103.15,14239,0.85,3.66,37693.43,3.49933333
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Brazil,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Japan,35055.82,36475.56,8471.1,9966,0.85,3.66,26584.72,3.51888889
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Korea,10741.02,11254.5,2613.75,3075,0.85,3.66,8127.27,3.495
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Singapore,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Netherlands,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Sweden,11480.7,11836.44,2748.9,3234,0.85,3.66,8731.8,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Finland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,France,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Germany,43601.3,45834.18,10644.55,12523,0.85,3.66,32956.75,3.48846154
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Belgium,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Switzerland,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Austria,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Italy,17076.46,17648.52,4098.7,4822,0.85,3.66,12977.76,3.542
2004,Camping Equipment,Cooking Gear,TrailChef Cup,E-mail,Spain,2932.3,3023.16,702.1,826,0.85,3.66,2230.2,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Canada,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Mexico,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Brazil,5594.8,5768.16,1339.6,1576,0.85,3.66,4255.2,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Japan,3035.25,3129.3,726.75,855,0.85,3.66,2308.5,3.55
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Korea,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,China,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Singapore,10566.78,11067.84,2570.4,3024,0.85,3.66,7996.38,3.495
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Australia,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Netherlands,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Sweden,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Finland,13078.26,13637.16,3167.1,3726,0.85,3.66,9911.16,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,Denmark,,,,,,,,
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Fax,France,9151.9,9435.48,2191.3,2578,0.85,3.66,6960.6,3.55
