Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
No Churn,0,16842,10812.6667,40570,23,-0.3803701,Silver,Billing Problem,2.8,0,0,3,1,0
No Churn,0,10977,7846.66667,9153.33333,23,-0.3140885,Silver,Billing Problem,1,0,0,11,1,0
Churn,1,24979,30538,160171,17,-0.9974673,Silver,Call Quality,19.5,0,0,3,1,0
Churn,1,4258,1922.66667,2986.33333,23,-0.3244275,Gold,Billing Problem,20.3,0,0,8,1,0
No Churn,0,4959,4791.66667,18415,23,0.17241379,Gold,Billing Problem,5,0,0,23,1,0
Churn,1,12825,1813,36010.3333,23,-0.3084746,Silver,Billing Problem,10.5,0,0,1,1,0
No Churn,0,16722,323.666667,4805,23,1.06369427,Silver,Billing Problem,15,0,0,7,1,0
Churn,1,26324,26889,56481.3333,23,-0.1136033,Silver,Billing Problem,22,0,0,23,1,0
No Churn,0,13646,12492,42375.6667,23,-0.0147929,Silver,Moving,1.8,0,0,8,1,0
No Churn,0,15538,30928.3333,75929,23,0.30350195,Silver,Billing Problem,13,0,0,0,1,0
No Churn,0,15254,10133.6667,24803,23,-0.1240876,Silver,Billing Problem,3.3,0,0,23,1,0
No Churn,0,12771,2370,15095,23,0.66561514,Silver,Moving,5.6,0,2,10,1,0
No Churn,0,13136,11291,24884.3333,23,-0.1891892,Silver,Billing Problem,14,0,0,0,1,0
No Churn,0,43971,13809,138193.333,23,-0.007558,Silver,Billing Problem,12,0,0,10,1,0
Churn,1,12712,0,12.6666667,17,0,Silver,Call Quality,41,0,0,17,1,0
Churn,1,38631,24623.6667,86871.3333,23,-1,Silver,Billing Problem,13.5,0,0,9,1,0
Churn,1,54229,23124.3333,114748,23,-0.6529851,Silver,Billing Problem,10.3,0,0,23,1,0
No Churn,0,10169,977.666667,10246.6667,23,0.04524887,Silver,Moving,5,0,0,17,1,0
No Churn,0,13665,11767,36252.6667,23,0.15751445,Silver,Billing Problem,27,0,0,1,1,0
Churn,1,14694,2488,20138.3333,23,-1,Gold,Call Quality,5.7,0,0,7,1,0
Churn,1,13270,4920.66667,25946,19,-1,Gold,Billing Problem,12.7,0,0,23,1,0
Churn,1,40290,71832.6667,167136,23,-0.814535,Silver,Billing Problem,13,0,0,8,1,0
Churn,1,25181,14108.6667,41579.3333,23,-0.9951196,Silver,Billing Problem,15.2,0,0,11,1,0
No Churn,0,12796,1080,17282.3333,23,0.26517572,Silver,Call Quality,11.8,0,0,23,1,0
No Churn,0,50813,19409.3333,201129.333,23,-0.3062547,Silver,Billing Problem,23.8,0,0,6,1,0
No Churn,0,15128,10415.3333,36542.6667,23,0.50150684,Silver,Billing Problem,0,0,0,22,1,0
No Churn,0,14769,15628.6667,39010.3333,23,0.147,Silver,Billing Problem,3.5,0,0,23,1,0
No Churn,0,4477,7954.66667,16976,23,0.38095238,Gold,Billing Problem,13.6,0,0,3,1,0
No Churn,0,10169,5750.66667,15679.3333,23,-0.1258993,Silver,Billing Problem,6,0,0,23,1,0
Churn,1,10169,650.333333,3894.66667,23,-1,Silver,Call Quality,25.5,0,0,23,1,0
Churn,1,20495,12589.3333,40443,23,-0.3487544,Silver,Call Quality,27,0,0,23,1,0
Churn,1,71821,11499.3333,66535.3333,23,-1,Silver,Call Quality,7,0,0,3,1,0
Churn,1,18756,2206,19735.6667,23,-1,Silver,Call Quality,17.6,0,0,6,1,0
Churn,1,31167,13821.3333,23461.3333,23,-0.8243902,Silver,Moving,5,0,0,7,1,0
No Churn,0,15161,4699.66667,20691.3333,23,-0.3554377,Silver,Billing Problem,33.3,0,0,7,1,0
No Churn,0,27809,19648.6667,136156.333,23,0.18134137,Silver,Billing Problem,12,0,0,6,1,0
Churn,1,15628,9679,33572,23,-0.2822086,Silver,Billing Problem,8.4,0,0,1,1,0
No Churn,0,14702,3446.33333,8697.33333,23,0.74666667,Silver,Billing Problem,13.8,0,0,23,1,0
Churn,1,5958,1184.33333,17155.6667,23,0.28193833,Gold,Billing Problem,20,0,0,4,1,0
No Churn,0,7410,851.666667,2430,23,-0.5081967,Gold,Billing Problem,0,0,0,3,1,0
No Churn,0,4237,8136.33333,31358,23,-0.0899089,Silver,Check Account,0,0,0,23,1,0
Churn,1,94674,48721,301510.667,23,-0.1673216,Silver,Call Quality,14,0,0,8,1,0
No Churn,0,25852,7680.66667,32589.6667,23,0.20901639,Gold,Moving,4.8,0,0,16,1,0
No Churn,0,8692,2455.33333,16526,23,0.35,Gold,Billing Problem,1.5,0,0,10,1,0
No Churn,0,24802,14047.6667,30737.3333,23,-0.2969838,Silver,Billing Problem,20.8,0,0,25,1,0
No Churn,0,12288,2725,18912.3333,15,-0.4206922,Silver,Billing Problem,2.7,0,0,17,1,0
No Churn,0,11505,19853.3333,65053.6667,23,-0.66179,Gold,Billing Problem,8.7,0,0,12,1,0
No Churn,0,10355,1529.33333,4674,23,0.80722892,Gold,Billing Problem,11.9,0,0,7,1,0
Churn,1,12712,1637,19250.3333,23,-0.6184971,Silver,Billing Problem,17.3,0,0,10,1,0
No Churn,0,20589,17422,100208.667,23,0.31439793,Silver,Billing Problem,7.5,0,0,23,1,0
No Churn,0,17289,5165,22814,23,-0.352772,Silver,Call Quality,15.2,0,0,8,1,0
No Churn,0,6000,12480,31145.3333,23,-0.3126685,Gold,Billing Problem,0,0,0,0,1,0
Churn,1,13241,5096.33333,29187,23,-1,Silver,Billing Problem,19.7,0,0,8,1,0
No Churn,0,24056,5622.66667,19114,23,0.08575581,Silver,Call Quality,35.8,0,0,1,1,0
Churn,1,10169,5269.33333,27780.6667,17,0.32969432,Silver,Call Quality,15.6,0,0,8,1,0
Churn,1,21148,7510.33333,39830.3333,23,-0.3201804,Silver,Billing Problem,6,0,0,22,1,0
No Churn,0,15392,2685,23948.3333,23,-0.2754582,Silver,Billing Problem,1.7,0,0,11,1,0
Churn,1,12929,15917.3333,53675.3333,23,-1,Silver,Billing Problem,15.5,0,0,18,1,0
Churn,1,43598,6634,26865.6667,23,0.02608696,Silver,Billing Problem,9.5,0,0,11,1,0
Churn,1,10169,2614.66667,5599,22,-0.6470588,Silver,Billing Problem,1,0,0,4,1,0
Churn,1,18101,2146.33333,5641.33333,22,-1,Silver,Billing Problem,21.8,0,0,22,1,0
Churn,1,5557,8160,18917.3333,22,0.01766784,Gold,Billing Problem,20.5,0,0,5,1,0
Churn,1,12995,3901.66667,17073,22,0.0754717,Silver,Billing Problem,16.7,0,0,12,1,0
Churn,1,13246,16010.6667,44170,22,-0.611877,Silver,Billing Problem,15,0,0,9,1,0
No Churn,0,23514,4870.33333,38579.3333,22,-0.1736222,Silver,Check Account,20,0,0,11,1,0
Churn,1,26369,36342.3333,174329,22,-0.2622927,Silver,Billing Problem,9.3,0,30,7,1,0
No Churn,0,7537,936,12782,22,0.08333333,Gold,Billing Problem,2,0,0,10,1,0
Churn,1,4269,1710.66667,6754,22,-0.375,Gold,Billing Problem,17.5,0,0,5,1,0
No Churn,0,13825,11460.3333,25844.3333,22,-0.4556452,Silver,Check Account,0,0,0,10,1,0
Churn,1,8857,6583,17627.3333,22,-0.2624113,Gold,Billing Problem,10.3,0,0,3,1,0
Churn,1,14491,1527,5338.33333,22,-0.009434,Gold,Billing Problem,14.5,0,0,10,1,0
Churn,1,13531,10486,31585.6667,22,-0.7900404,Silver,Billing Problem,3.7,0,0,12,1,0
Churn,1,12712,2839.33333,18609.3333,22,-0.8264488,Gold,Call Quality,11.5,0,0,22,1,0
No Churn,0,35173,25729.3333,89207.3333,22,-0.8173427,Silver,Billing Problem,5,0,0,22,1,0
No Churn,0,23176,17284.3333,43982.6667,22,-0.1163636,Silver,Moving,18.7,0,0,4,1,0
Churn,1,13229,13776.3333,14337.3333,22,-0.5847458,Silver,Billing Problem,6,0,0,22,1,0
Churn,1,13840,6828.66667,63631.3333,22,-0.3033333,Silver,Call Quality,11.7,0,0,10,1,0
No Churn,0,29529,2801,9973,22,0.31351351,Silver,Billing Problem,11.2,0,0,22,1,0
No Churn,0,10169,2510.33333,26468.6667,22,0.66666667,Silver,Billing Problem,5.7,0,0,1,1,0
Churn,1,11643,1250,3807.66667,22,-0.1760563,Gold,Billing Problem,4.4,0,0,5,1,0
No Churn,0,2847,434.333333,2104,22,1.68421053,Gold,Check Account,0,0,0,7,1,0
No Churn,0,10886,1656.66667,90976.6667,22,0.16653574,Silver,Billing Problem,17.2,0,0,10,1,0
No Churn,0,17023,10769.6667,51082.3333,22,0.11458333,Silver,Billing Problem,15.2,0,0,9,1,0
No Churn,0,16278,19905.3333,27498.3333,22,0.15867159,Silver,Billing Problem,10.3,0,0,22,1,0
No Churn,0,12712,5302.66667,28874,22,-0.1753156,Silver,Billing Problem,6.6,0,0,7,1,0
Churn,1,27123,0,0,22,-0.1410842,Silver,Billing Problem,23.8,0,0,17,1,0
Churn,1,10582,476,3341,22,-1,Silver,Billing Problem,5.3,0,0,5,1,0
Churn,1,2847,0,0,22,0,Gold,Billing Problem,23.4,0,0,17,1,0
No Churn,0,13670,20218.3333,57344.6667,22,-0.0026371,Silver,Billing Problem,8.3,0,17.5,9,1,0
Churn,1,21510,18814.6667,108271.667,22,-0.3741611,Silver,Billing Problem,9.3,0,0,22,1,0
No Churn,0,51766,19129,66548.3333,22,-0.1907489,Silver,Billing Problem,13,0,0,4,1,0
No Churn,0,12419,1783.66667,6474.33333,22,-0.0466876,Silver,Billing Problem,9.3,0,0,8,1,0
No Churn,0,4237,2148.66667,21903.6667,22,-0.0070353,Silver,Moving,5,0,0,10,1,0
No Churn,0,14136,2953.66667,16901.6667,22,-0.1677841,Silver,Billing Problem,18.7,0,0,3,1,0
Churn,1,32222,17382.6667,67017.3333,22,0.00113507,Silver,Call Quality,52.3,0,0,3,1,0
No Churn,0,18734,6552,42193.6667,22,0.13935681,Silver,Billing Problem,7,0,0,4,1,0
Churn,1,12923,6564.33333,36780,22,-0.5755744,Silver,Billing Problem,14.5,0,0,22,1,0
Churn,1,4237,1711,1264,22,1,Gold,Billing Problem,16.8,0,232,27,1,0
No Churn,0,12712,25682,45204.3333,22,-0.0347003,Silver,Billing Problem,14.2,0,0,22,1,0
Churn,1,9517,18698,76584,22,-0.242268,Gold,Billing Problem,12.2,0,0,2,1,0
No Churn,0,21783,2132.33333,35307,22,-0.2948919,Silver,Billing Problem,7.5,0,0,22,1,0
No Churn,0,12712,8414,23214.6667,22,-0.0723327,Silver,Billing Problem,7.3,0,0,10,1,0
Churn,1,3042,3404.33333,8710.33333,22,-1,Gold,Call Quality,14.3,0,0,7,1,0
Churn,1,4811,3524.33333,2298.66667,22,-1,Gold,Call Quality,27.8,0,0,9,1,0
No Churn,0,12712,6843,13767.6667,22,0.30686695,Silver,Moving,8,0,0,22,1,0
Churn,1,36612,14909,50089.6667,22,-0.5005892,Silver,Billing Problem,13.2,0,0,7,1,0
No Churn,0,12509,6122,40110,22,0.0058353,Silver,Billing Problem,4.3,0,0,8,1,0
Churn,1,14090,7522.66667,31192.3333,22,0.11872146,Silver,Billing Problem,16.6,0,0,7,1,0
No Churn,0,13128,10678.3333,25324.6667,22,1.01351351,Silver,Billing Problem,35.2,0,0,26,1,0
No Churn,0,29413,848,12911,22,0.307393,Silver,Billing Problem,10.8,0,0,8,1,0
No Churn,0,12712,2603.66667,7988.66667,22,0.11912226,Silver,Moving,5,0,0,1,1,0
Churn,1,18089,1693.66667,30664.3333,22,-1,Silver,Billing Problem,26,0,0,22,1,0
Churn,1,12775,3126.66667,9108,22,-1,Silver,Billing Problem,18,0,0,22,1,0
No Churn,0,15254,5187.66667,17067.3333,22,0.26292829,Silver,Billing Problem,5.4,0,0,9,1,0
No Churn,0,15254,14294,46855,22,0.02279216,Silver,Billing Problem,11.8,0,0,9,1,0
Churn,1,13005,8045.66667,39979.3333,22,-0.328,Gold,Billing Problem,15.7,0,0,24,1,0
No Churn,0,6649,6223,26292.3333,22,-0.3872669,Silver,Check Account,0,0,0,22,1,0
Churn,1,15254,22518.3333,69493.6667,22,-0.1687861,Silver,Call Quality,7.3,0,0,7,1,0
No Churn,0,28029,9526,69352,22,-0.2011083,Silver,Billing Problem,4.3,0,0,22,1,0
Churn,1,42311,10071.6667,58193.6667,22,-0.6565295,Silver,Call Quality,15.3,0,0,8,1,0
Churn,1,4479,827,3311.66667,22,-0.25,Gold,Call Quality,9.8,0,0,4,1,0
Churn,1,3363,5368,28632.6667,22,0.23636364,Gold,Billing Problem,5.3,0,9,3,1,0
Churn,1,4237,8785.33333,42410,22,0.23636364,Gold,Billing Problem,5.3,0,0,21,1,0
No Churn,0,13879,5648.33333,16970.3333,22,0.24271845,Silver,Billing Problem,6.5,0,0,8,1,0
No Churn,0,17433,15470.6667,29223.6667,22,0.14467856,Silver,Billing Problem,0,0,0,1,1,0
No Churn,0,13263,14668.6667,29605.3333,22,0.55125285,Silver,Billing Problem,22.5,0,0,0,1,0
No Churn,0,14199,6663.66667,9062.33333,22,-0.2337662,Silver,Billing Problem,2.7,0,0,9,1,0
Churn,1,3579,1029,1759.66667,22,0.91666667,Gold,Billing Problem,37.6,0,46,7,1,0
Churn,1,27984,39736,77524.6667,22,-1,Silver,Call Quality,19.8,0,0,12,1,0
No Churn,0,12712,12455.3333,17783,22,0.37190083,Silver,Billing Problem,1,0,0,22,1,0
No Churn,0,12712,1145.66667,21933.6667,22,0.08792412,Silver,Billing Problem,6,0,0,22,1,0
Churn,1,15528,8618.66667,34203.6667,22,-0.2605207,Silver,Billing Problem,10.4,0,0,4,1,0
No Churn,0,10883,1783.33333,11973.6667,22,-0.2111554,Gold,Check Account,0,0,0,1,1,0
No Churn,0,13066,10016.3333,56533.6667,22,-0.0015552,Silver,Billing Problem,0,0,0,7,1,0
No Churn,0,15814,8322.66667,9600,22,0.71774194,Silver,Moving,11.7,0,0,22,1,0
No Churn,0,12712,4895,13953,22,0.18541033,Silver,Billing Problem,13.3,0,0,16,1,0
Churn,1,36941,6671.66667,39447,22,-0.9011433,Silver,Billing Problem,12.3,0,0,15,1,0
No Churn,0,12712,4450.66667,26635,22,-0.0457256,Silver,Billing Problem,5,0,0,22,1,0
Churn,1,12839,2216,33356,22,-0.2430769,Silver,Billing Problem,30.2,0,0,22,1,0
No Churn,0,21334,12694,89595,22,0.15419162,Silver,Billing Problem,20.3,0,0,1,1,0
No Churn,0,15764,23028.3333,45655.6667,22,-0.0841813,Silver,Moving,10.3,0,0,7,1,0
No Churn,0,26734,3252.33333,22865,22,0.18360908,Silver,Billing Problem,1,0,0,4,1,0
Churn,1,27672,0,0,22,0,Silver,Billing Problem,13.7,0,0,17,1,0
No Churn,0,19604,16345.6667,18526.6667,22,-0.6468254,Silver,Billing Problem,8.3,0,0,1,1,0
No Churn,0,21328,10333,33102.3333,22,0.075,Gold,Billing Problem,12.2,0,0,3,1,0
No Churn,0,12712,10648,20824.6667,22,0.11674009,Silver,Billing Problem,10.3,0,0,7,1,0
Churn,1,20166,6309.66667,41066.3333,22,-1,Silver,Call Quality,16,0,0,2,1,0
No Churn,0,12712,3094.33333,36315.6667,22,-0.0567261,Silver,Check Account,1,0,0,6,1,0
Churn,1,12839,5411.66667,24530.6667,22,-1,Silver,Billing Problem,9.7,0,0,22,1,0
Churn,1,13174,1500.33333,1931.66667,17,-1,Silver,Call Quality,28,0,0,17,1,0
No Churn,0,10169,667.333333,10532.3333,22,0.26315789,Silver,Check Account,0,0,0,2,1,0
No Churn,0,7812,1633,8595.66667,22,0.24334601,Gold,Moving,3,0,0,5,1,0
No Churn,0,31443,2463,63720,22,0.18024381,Silver,Billing Problem,15.2,0,0,22,1,0
No Churn,0,23842,20381.6667,40567,22,-0.2036395,Silver,Billing Problem,0,0,0,10,1,0
No Churn,0,36056,3181.33333,48288.6667,22,-0.2535211,Silver,Billing Problem,23.2,0,0,10,1,0
No Churn,0,12775,4818,15245,22,-0.0107239,Silver,Check Account,0,0,0,22,1,0
Churn,1,21907,17240,50902.6667,22,-0.6953528,Silver,Billing Problem,11.4,0,0,15,1,0
Churn,1,60326,4605,17970,22,-1,Silver,Call Quality,42.3,0,0,22,1,0
No Churn,0,12962,4888.33333,41783,22,0.44364162,Silver,Billing Problem,6,0,0,4,1,0
No Churn,0,4237,1976.66667,1059,22,0.46938776,Gold,Billing Problem,12.6,0,0,11,1,0
Churn,1,12712,7412.33333,14015.3333,22,-0.2102473,Silver,Billing Problem,18,0,0,22,1,0
Churn,1,13261,16969,60978.6667,22,-0.2127972,Silver,Billing Problem,7.7,0,0,3,1,0
Churn,1,11043,3637.66667,11896.6667,16,-1,Gold,Call Quality,11,0,0,7,1,0
Churn,1,18656,5368,53565.6667,22,0.64978903,Silver,Billing Problem,17.4,0,0,8,1,0
No Churn,0,18283,13062.3333,51125,22,0.0625,Silver,Billing Problem,9.2,0,0,5,1,0
No Churn,0,13247,3570.33333,15599,22,-0.3517241,Silver,Call Quality,9.7,0,0,22,1,0
No Churn,0,15254,10411,78470,22,0.20045287,Silver,Moving,0,0,0,3,1,0
No Churn,0,12712,1001.33333,3661.33333,22,-1,Silver,Call Quality,3,0,0,22,1,0
Churn,1,20081,23235,81270.3333,22,-0.697479,Silver,Call Quality,17.2,0,0,11,1,0
Churn,1,19062,15191.3333,26676.6667,22,-0.4738617,Silver,Billing Problem,11.3,0,0,22,1,0
No Churn,0,12445,3718.66667,82189.3333,22,-0.172973,Silver,Billing Problem,11.3,0,0,3,1,0
Churn,1,4860,10376,38942.3333,22,-0.9941634,Gold,Billing Problem,17.3,0,0,8,1,0
Churn,1,18826,16864.6667,37893.6667,22,-0.0086114,Silver,Billing Problem,12.2,0,0,22,1,0
No Churn,0,16011,1754,21101.3333,22,0.38101843,Silver,Billing Problem,19.5,0,0,1,1,0
No Churn,0,4237,865.333333,8013,22,-0.0611615,Silver,Moving,1.5,0,0,22,1,0
Churn,1,12765,9406,32328,22,-1,Silver,Call Quality,15,0,0,22,1,0
No Churn,0,12712,3864,13238.3333,22,-0.216,Silver,Billing Problem,0,0,0,4,1,0
Churn,1,14472,11628,27485.6667,22,-1,Silver,Billing Problem,19.8,0,0,5,1,0
No Churn,0,12712,14390,19132,22,-0.2640545,Silver,Moving,1,0,0,7,1,0
Churn,1,34200,48549.3333,155460.333,22,-0.5403226,Silver,Call Quality,13.6,0,0,9,1,0
Churn,1,23260,2406.66667,3721.33333,22,0.84158416,Silver,Call Quality,19.8,0,0,21,1,0
No Churn,0,17031,18161.3333,52527.6667,22,-0.2577052,Silver,Billing Problem,21,0,0,5,1,0
No Churn,0,43607,26176,61580.6667,22,-0.1477097,Silver,Billing Problem,8.8,0,0,9,1,0
Churn,1,13002,7555,15313.6667,22,-0.266881,Silver,Billing Problem,19,0,0,9,1,0
No Churn,0,10346,1259,9310.33333,22,0.95,Silver,Billing Problem,10.8,0,0,22,1,0
Churn,1,8495,7353.33333,23857,22,-0.155011,Silver,Billing Problem,47.5,0,0,9,1,0
No Churn,0,5074,3823.33333,11605.3333,22,-0.0564516,Gold,Billing Problem,6.3,0,0,7,1,0
No Churn,0,28307,12204,44346.6667,22,-0.3575713,Silver,Billing Problem,9.4,0,0,10,1,0
Churn,1,16447,7412,27048.6667,22,-0.9912409,Silver,Billing Problem,16.5,0,0,5,1,0
No Churn,0,86899,11328.3333,81657.3333,22,-0.2943468,Silver,Check Account,0,0,0,5,1,0
No Churn,0,9915,9213.66667,24216.3333,22,-0.2791584,Gold,Billing Problem,8.8,0,0,1,1,0
No Churn,0,37558,25137.6667,85351.6667,22,0.11052233,Silver,Billing Problem,3,0,0,8,1,0
No Churn,0,17544,6512.33333,25920.3333,22,-0.0271565,Silver,Billing Problem,14,0,0,7,1,0
No Churn,0,21186,1641.66667,22732.6667,22,-0.4330357,Silver,Moving,10.8,0,0,21,1,0
Churn,1,12712,4002,27378.6667,22,0.06763285,Silver,Billing Problem,13.2,0,0,22,1,0
No Churn,0,10931,1692,19165.6667,22,-0.2957317,Silver,Billing Problem,4,0,0,22,1,0
Churn,1,30998,9633,16736.6667,22,-1,Silver,Call Quality,26,0,0,6,1,0
Churn,1,13559,2416,20718.6667,22,0.48664688,Silver,Call Quality,33,0,0,3,1,0
Churn,1,6068,3286.33333,19181.3333,22,-0.2826087,Gold,Billing Problem,13.2,0,0,22,1,0
Churn,1,20370,13317.3333,39279.3333,22,-0.4888674,Silver,Call Quality,8,0,0,3,1,0
No Churn,0,10570,23570.6667,57538.3333,22,-0.3225806,Silver,Billing Problem,17,0,0,12,1,0
Churn,1,15299,20355.6667,41730.3333,22,-0.0216685,Silver,Call Quality,30.3,0,0,3,1,0
Churn,1,14765,12442.3333,35204.3333,22,-0.3299949,Silver,Call Quality,15.8,0,12,10,1,0
No Churn,0,20285,3071,28334.3333,22,-0.0227273,Silver,Moving,5,0,0,21,1,0
No Churn,0,14277,6196.33333,18285.3333,22,-0.0839695,Silver,Billing Problem,16.8,0,0,8,1,0
Churn,1,18983,4382.33333,24510.3333,22,-1,Silver,Billing Problem,19.6,0,0,21,1,0
No Churn,0,5932,969.666667,16591,22,0.20696938,Silver,Billing Problem,8.5,0,0,1,1,0
Churn,1,14043,15300,33117.6667,22,-0.8219091,Silver,Billing Problem,14.2,0,0,12,1,0
Churn,1,19753,18168.6667,19794.6667,22,-0.1361868,Silver,Billing Problem,13,0,0,21,1,0
Churn,1,32890,8311.66667,23361.3333,22,-0.8134384,Silver,Billing Problem,14.2,0,0,5,1,0
No Churn,0,13262,4223.66667,38947.3333,22,0.01636661,Silver,Billing Problem,4.8,0,0,22,1,0
No Churn,0,5932,648,5554,22,-0.4005305,Silver,Moving,4,0,0,4,1,0
No Churn,0,14142,4120.66667,31798.6667,22,0.20110701,Silver,Check Account,0,0,25,7,1,0
No Churn,0,10169,1177,12351.3333,22,0.67021277,Silver,Call Quality,15.8,0,0,1,1,0
Churn,1,13119,10241.3333,20660.6667,22,-1,Silver,Call Quality,33.7,0,0,2,1,0
No Churn,0,12712,3229.66667,24613.6667,22,0.12777778,Silver,Billing Problem,5.2,0,0,22,1,0
Churn,1,12830,3407,6351,22,0.40384615,Silver,Call Quality,12.7,0,0,22,1,0
Churn,1,23963,17307.3333,104904,22,-0.1121363,Silver,Billing Problem,15.3,0,0,22,1,0
No Churn,0,12712,2863,17766.6667,22,-0.6667347,Silver,Moving,1.5,0,0,2,1,0
No Churn,0,51170,16487.3333,19748,22,-0.2061904,Silver,Billing Problem,2.3,0,0,21,1,0
No Churn,0,4237,3329,10110,22,1.32291667,Gold,Moving,2.6,0,0,9,1,0
Churn,1,10575,4316.33333,24438,22,-0.6747788,Silver,Call Quality,62.3,0,0,22,1,0
Churn,1,10296,2145.33333,9856.33333,22,-0.3207547,Silver,Call Quality,14,0,0,21,1,0
Churn,1,11426,8586,28085.6667,22,-1,Silver,Call Quality,24.3,0,0,7,1,0
Churn,1,13538,10836.6667,25127.6667,22,-0.2430279,Silver,Call Quality,7.8,0,0,1,1,0
No Churn,0,13812,5961,29569.3333,22,-0.0136286,Silver,Moving,7.7,0,0,5,1,0
No Churn,0,12839,7249.66667,9062,22,0.41414141,Silver,Billing Problem,3.3,0,0,21,1,0
Churn,1,12839,11492.3333,39905.6667,22,-0.2890173,Silver,Billing Problem,13.3,0,0,2,1,0
Churn,1,10804,17462.6667,20226.3333,21,-0.22103,Silver,Billing Problem,19.6,0,0,21,1,0
No Churn,0,24730,9573.33333,21480.3333,21,0.35340611,Silver,Billing Problem,10.2,0,0,24,1,0
No Churn,0,20653,7080.33333,51649.6667,21,-0.2059266,Silver,Billing Problem,12.5,0,5,10,1,0
No Churn,0,6059,1039,7515.66667,21,0.48076923,Gold,Moving,3,0,0,2,1,0
Churn,1,12288,1757.33333,15609.6667,21,-0.1973232,Silver,Call Quality,24.5,0,0,1,1,0
Churn,1,19719,12832.6667,17084.3333,21,-1,Silver,Call Quality,21.5,0,0,6,1,0
Churn,1,13432,6641.33333,27926.3333,21,-1,Silver,Call Quality,26.3,0,0,8,1,0
Churn,1,9258,6087.66667,21676.3333,21,-0.1055812,Silver,Call Quality,18,0,0,4,1,0
Churn,1,10468,1424,2001.66667,21,-1,Silver,Call Quality,0,0,0,6,1,0
No Churn,0,10593,9704.66667,15667.6667,21,0.39739414,Silver,Call Quality,25.6,0,0,21,1,0
No Churn,0,12075,2230,12766.6667,21,0.67821782,Silver,Billing Problem,9.3,0,0,21,1,0
Churn,1,16949,7647,55901.3333,21,0.2032967,Silver,Billing Problem,23.5,0,0,2,1,0
Churn,1,6000,4270,13844,21,-1,Gold,Call Quality,27,0,0,8,1,0
No Churn,0,31972,8285,27944.6667,21,0.03865546,Silver,Billing Problem,9.7,0,52,10,1,0
No Churn,0,13505,13020.3333,41286.3333,21,0.32802548,Silver,Billing Problem,13.4,0,0,9,1,0
Churn,1,8624,1939.66667,12778.6667,21,-0.5652576,Silver,Billing Problem,17.5,0,0,21,1,0
No Churn,0,21165,12075.6667,16872.6667,21,-0.2484342,Silver,Billing Problem,0,0,0,20,1,0
Churn,1,15254,866.333333,6966,21,-1,Silver,Billing Problem,20,0,0,21,1,0
No Churn,0,44123,28919.6667,64237.6667,21,0.17256172,Silver,Billing Problem,14.5,0,0,21,1,0
Churn,1,7600,5886.33333,3527.33333,21,-0.2066116,Gold,Billing Problem,13.3,0,0,4,1,0
Churn,1,5299,539.666667,3999.33333,21,-0.2066116,Gold,Billing Problem,13.3,0,0,6,1,0
Churn,1,15584,2659.33333,74185.3333,21,-0.9973166,Gold,Billing Problem,24,0,0,13,1,0
Churn,1,21703,13321.6667,55508,20,-0.9938229,Silver,Billing Problem,27,0,0,9,1,0
Churn,1,21569,7563.33333,46071,21,-0.1740675,Silver,Billing Problem,13.8,0,0,11,1,0
No Churn,0,13066,9794.33333,30181.3333,21,-0.2884956,Silver,Check Account,0,0,0,8,1,0
No Churn,0,29143,6009.66667,28642.6667,21,0.51785714,Silver,Billing Problem,5,0,0,21,1,0
No Churn,0,18705,5573.33333,22698.3333,21,-0.0666667,Silver,Call Quality,8.3,0,0,3,1,0
Churn,1,34037,15826.3333,136674.333,21,-0.288993,Silver,Billing Problem,18.2,0,0,11,1,0
No Churn,0,12025,2931.33333,11077.6667,19,1.4271632,Silver,Moving,0,0,0,6,1,0
No Churn,0,4258,212,82.6666667,21,0,Gold,Billing Problem,36.5,0,0,17,1,0
No Churn,0,19250,4539,22157.3333,21,-0.2878788,Gold,Billing Problem,16,0,0,4,1,0
Churn,1,12907,10018,38139,21,2.86923606,Silver,Billing Problem,16,0,0,21,1,0
No Churn,0,5932,869.333333,9564.33333,21,-0.0021615,Silver,Billing Problem,13.3,0,0,21,1,0
Churn,1,12951,4895.66667,17358.3333,21,0.00869565,Silver,Billing Problem,15.5,0,0,1,1,0
No Churn,0,5932,527.333333,7339.33333,21,1.06379037,Silver,Moving,12.8,0,0,17,1,0
Churn,1,30677,21904,53045.3333,21,-0.3457944,Silver,Call Quality,29.3,0,0,21,1,0
No Churn,0,9995,17551,40765,21,-0.245859,Silver,Billing Problem,13.3,0,0,4,1,0
No Churn,0,12712,3770,20275.6667,21,1.63315217,Silver,Moving,8.2,0,0,10,1,0
No Churn,0,31016,3035.33333,24204.6667,21,0.08710801,Silver,Billing Problem,14.3,0,0,21,1,0
Churn,1,25026,17603,57740.3333,21,-0.3677686,Silver,Billing Problem,18.5,0,0,8,1,0
No Churn,0,29573,1516.33333,3687.66667,21,-1,Silver,Billing Problem,7.3,0,0,27,1,0
No Churn,0,5447,4270,10517,21,-0.0574324,Gold,Billing Problem,8.8,0,0,13,1,0
